"id","wallet","nameId","name","isPremium"
310454,"0x3baE86e16F73f1B0d9Cfa05dc56709d633F1C2A4","41765845318032146640303155344364383561759536170405144130837798881745073510727","0xcassianandor",False
471548,"0x00876951F3c5f40344046972490423FC11c6096C","109796525684308232277420246521849442575173948955509392991182629847940796307237","0xcrypt0punk",False
12584,"0x2177B4A39cFb634Ed09bFc52a7ee10070e1e215d","105179709381306607500485480618350901905849168795202529445629624440424789039167","0xcrypto",False
10176,"0xd350fFcF47586d620Ac1CCAB0D4D512972e196ff","89281732108455677414506916867570088568023774446652815952438488507612415638741","0xcsprjp",False
7530,"0xE583f96B6979418C623D10a586618E6ee473c008","57720295165635999569505126184470348924498693731916776375079674445043074773236","0xcurve",False
47900,"0x53830Db633FB5C6Ae008a3367F3a9F703f31C7D7","44602636171341444448957217055862332875925089720343842673444579683410054268156","0xD1DiD",False
25309,"0x0f62673F7e6A061CC1C53c6e2f79e1A9Fe8B6F4A","13185764792954292368271121031013350191937418711569273068351877628617469978146","0xd3von3",False
12066,"0x5C6E0d836C63F8b9511E1665Bcc5E37bAfD42D28","23552155151255370043898630849370170393268425861036940676359694671361215262687","0xdicky",False
523217,"0x795955044c990f85511F367b4f6Dc261D2048fFF","99440153546007342845109083300583890143119385916858184722969399003493042314746","0xdimitris",False
48284,"0x29b0909b9ae084B3b2aB69C10Ac6Dba9Ed9890b8","7091898908723149276406411271690755938082306558990470616419544698136389904908","0xdimon",False
328707,"0xB77DE80a62593eaD5692B92Cb5c623AB62239708","5245866375452144241860422193062599226020290146575175623641439510309411984331","0xdindjarin",False
17698,"0x0CfBFFfC9Cc0F99FD4d368F63237473bBB40dbF2","98342443690658578591162872537133285229616136337381674425548199201189634027516","0xDivin",False
5937,"0x7d9e1603dCCc950D2Ff73f3eAF79f84dC4B91fb5","21736606203600470801722540510630394975501805961622733462205565995325287349308","0xdodo0xdodo0xdodo",False
620537,"0xF73996A92C1EC2450890919Be8eF95eaB93208f6","85589851494079338721230219032951898307366952098568505449827899395740738438778","0xdraine",False
677080,"0x28f30b7989d60B0ff2345e5698943039601c6b00","62620762857205986453725518441918949702132956999923306960572263333834048388155","0xdumblivingbeing",False
13133,"0x3e2613097CF934f39D7C0954cC3929a5FA3F9FE5","70704689372426046737619215963921903537788217614679998299931375718468900871004","0xe",True
586517,"0xb43904a96E12361f8D04BE5f210CECf95c0A770a","48427259692180831244467296928182715263504959509579857009270690389958586899316","0xec0xx",False
340235,"0xf04BF8bd896448081d47FF5576112329052E3142","33432351158180051497728977428985009615491367223525102095602953485444882438639","0xeddardstark",False
37434,"0xBD954C9815473b837930a85b66EdB622B9e7Ce7e","26030570478050510374873103465220720302434314124208427911540793365881904220700","0xEEEB01",False
6559,"0xF686dc7EdD9C8156569Fd98A2a20a16f8Fe04cEE","51435405652695984493416874818954234775376805768395870381982511409767711197579","0xemylee",False
316978,"0x26f47013C27D6563E1c984963C86ae066fA06633","47588735077332745523698352909131999943392967502887925527318925894083290454768","0xerefen",False
123711,"0xf523172A9C8C19a54Db4CEF07aB07dCBFBc41adB","103759539682903676016354195785424757459964395076986291646126381839611669321225","0xf523172A9C8C19a54D",False
522038,"0x141400Ba0b3BBD7d5c1112e7db303CD5BA866DD0","32700030949160498161432876524126603441196150493893756049750898181359865251267","0xfainao",False
88613,"0xfe6f28C95A90c5dC4C261B017419dF834C17A14E","29280397710507947082512386585678195751983180667369089278118168966196281012399","0xfe6f28",False
61386,"0xcF32C24fd56a8327074d85cfa07994C750B91309","85762655667500977937417031017874034928586626211864838835790368535519380279278","0xffmmw",False
325284,"0x0138c5eAc995dE5C8a89fBf3E1F5a5aD73824d3d","20678013957657717845524188424301783979614637103036550189209052998450841213984","0xfourjay",False
53056,"0x47ACAeE373848a266A220125203460E3921677Ed","85690520401949985626128433785602913849880998055533266262346364909789473795466","0xfreeguy",False
62997,"0x463b473e2329951F397745F74E0F8dE9A2A89fC1","103857559203745628303285035787777612949540241538050131962665828233689274849428","0xFSoum",False
12077,"0xca5CFFd2c17aFC16b6F0a1F3660621dD2579E2B3","52375254419097225539710543815279402130567026943593452132059593723774090048124","0xfumakilla",False
110661,"0x72DE76467Fe13d92c6eFC9AE37864E27f8d142e5","7769890699238184609469064604757950181125407817256177254696458517462276333026","0xGeorgie.eth",False
2443,"0x28abA2DFcf42eAdfEe60CeBFA650aC7184652424","104196860018280492933839520282720554810338126322641578503857357315714725347671","0xgiwa0v",False
488009,"0xA6d72BcdE3e994C4c790fc4c5df386136141b808","38249806024720103309097745000301913539816783299908429198007045741648718694917","0xgokubit",False
18938,"0x556Fce501af7E8134A58842F8aAd5373A5FA2C08","57939363168829012698586463614283584876680905570532636132139447979655377622624","0xGypsy",False
21790,"0x14Debc53D8c0f8f58383b745f77389E042465b56","6018959165191491331495637618613117562104869279620632991281004747410543972088","0xhanin",False
46501,"0xfF33B289cCfd59e70aE75ae4C5D496481f5715f2","14881368004909613339189102470974801666091799913005348247508463553116709028837","0xhanni",False
323151,"0xd923e0D830255951ae2D899Ef2e67B7e1a39F3ca","101543506238139460364306749348385552410513971923425630220057541321333506711666","0xHarsh",False
22247,"0x8B90EA420E059c72CDD81D768d3A3C08CcA69c8d","37782397433103030436867765446675645774996551785248658891790303125222028711850","0xhdhhudwd9w2",False
10244,"0xFD4AB69b7E1692E07895Dcf2a2Ffb75deBFB22f8","112219709874518034274782319122075065856674085124774403477604449683607780705372","0xHeyhey",False
323653,"0x4EE58A3585a42a8c947a1dE7184D7BF05d273D6B","55316587386139901020222181760259893862414542177879842817454808657015458899166","0xhodl",True
7172,"0x94988fb4bE7C0569685Fd2f988B2C71673747247","94498338815774730724776793972411237975474856813014732260706885898294628264203","0xholdtodie",False
27520,"0x1f78D430A5005a72ab45f4E32f619Ea02eA1aC67","39474694052330075646458285594755015229973621573996366535493108774087282501614","0xhunta",False
25562,"0x7E35cC21F001B54E25C5A4007a4b11e5b4d9778f","114977705968504095263230786366442139510476247410285872691163352819777425107919","0xhunter",False
16156,"0x5Aeee56fB9B2437B83c21C317130559d227Bd118","76602360387277604365498401377265739430602787138390748267765638356489650711421","0xiceth",False
76139,"0xe5F01621e4F1E49158B75EA208683619F6544B78","35668651336630559809794041194498577556839463178282139206594445355078103704075","0xigorxy",False
9974,"0x9744dBBd9dB314b6e9D3Ae83D97C12b123CdF406","14190297735762054848968356406567764163414404513859543480117091225578287365243","0xihozu",False
14203,"0xb82E730693EEbbfB800Cb1B9CB6d8b1808032398","108157920972850236817240262577422625712138518952432755608084511722508835165843","0xiuriib",False
100029,"0x8f2ffa4Fe0a0cE367D9039E0e5d09fC3e76bAf95","19710800920285590271803867750540734153397528750301712215604563025876990747219","0xjiiggy",False
14082,"0x268EF519eDBf507Ed9fF31a3EaE96c82cBE1bb0b","85376804947935139332310136034311308267437221880747831010675500700202632269714","0xJoyzx",False
24553,"0x979Efc72454e7343b17180a92c53df87C5E3D562","72944010930382037149932636635948874036011467450183084434656252964308610837298","0xjusss",False
19028,"0x6129aEAf582DD8B748772E19FB7A80Af26d4C2d3","103815395857432357365730566208448894416594722328696055785095842808954682161855","0xjyeff",False
619006,"0x31331EC182777B3E3CF127F4709A8AAa8F76E549","53776753743776658665358973213526886329489814560914170803390820001847378093740","0xkaafo",False
7724,"0xCe3956Ec16EDf31691A848ec103f95e63020C3c5","50297673898637937348441986151734553595181248697938551561218980312492592814590","0xkable",False
563637,"0x5c70D51Fe6DeCb8178693Df259ef8136C791C1A8","86384722489784513021935456186365344544031736282189011737052926286227501446049","0xKacko",False
17505,"0x8Bbc42dA742E9A5e0EE458A63Be0bcd23f0b5912","60089815855596840165583742143679260895051003633577218947866932254111160539583","0xkaikai",False
563638,"0xC0CeACeD6BF4aA3c1B21238a8495DD03891ebd66","51183479597734411272885880595621471648036943144931390920806655839717531830249","0xKaocko",False
23469,"0xE5c80A7963C0d8f4aB9c0bB8d854E47594Cf9394","114910003680872607493121227182985558618048513450626674383732392119429860550517","0xkarabas",False
676132,"0x67970020da7205D3632E02d3BD1F8c25D83B575F","4838232803469853792801745320980789714429556973398586170787822837246310051117","0xKaweem",False
2286,"0xCc78B59303cf43F577846EC4fC2ea61a98439181","88269653647587416869110258480921384026128665284485409701353362363741173227755","0xkmaobo",False
522885,"0x3786cEf5e21d1f375ba0Fa9bF848773D3410f7EF","40905943065683076297752461432162906704945749233790124709458938054574093110251","0xkryptech",False
33577,"0xF65A0F2E3799DD8f6c5b6831441513aABE07b375","113328422991150155659590856564375912047657605523833016451256325671587667021324","0xlatte",False
24686,"0xD062e09214b4D6c951a1302f63AeE1C27A5F67cB","45272090381473472283680148451455836682600119722428499476241383039465482957288","0xLEEKY",False
3479,"0x6B2bdaf8a60B666b2C0F591E81B60D1a87c18FB7","69928625042078461760706529925495786088964820680317878270874467684442778527368","0xLinean",False
329697,"0x0e5B20110a98f5BF6E037D6137637b8e5b0123B1","23367204538088405154855190245559929851312610563926609832591350136694766169960","0xlocalman",False
13449,"0x9278f515CD77ee6A1117C3250e0fC23887f8516b","91843262576302239220239878632180027843755056036833930117390591415352914868973","0xlogos",False
8818,"0xD44FFEed30bB90c0A120a44A6aB322DD2380cBcd","55607269764859076628198762651167977355900015737117055737827803329257586137587","0xlordmazil",False
607097,"0xDa889D5289B950744B49ca8f2C6360c4AF38eE64","21794449171325202707694758696467982934675226974408010984791382998233265113722","0xlrsky",False
553491,"0xF7F9Eeb504d59363197D117F988ddF2Aed6334fA","31783786457129389432843634499328957428211163655451968167239560752585223505862","0xlunox",False
663255,"0x484de4001153f55f5Ce80D973523b76d2866d1a1","76281091473059253604164226936713573719164494392315485333001546774216474021308","0xmaddix",False
336535,"0x90168D54Ab155271dB822B187add48f8E146377E","53079268098907831586883998091348170281276782007130265056402544066755210175269","0xMakra",False
7443,"0x5Eb83bF63a26E2E870307BF2EAFDcf5f53febF76","13997683806828931787738472590790617674743682494315626413486401163850213132640","0xmanta",False
3006,"0x61eF6F4f5b5161C215C52bAec87e1c7f554ea5b7","33695979077009143084505975800504245040205134078507089575974922866262228380643","0xmantle",False
113921,"0x86D7d69D22e060665d9F43903a6D9f9cE8dCd996","35774725842041259905912219341619106389146496814159404282186521409065053822122","0xmiratorta",False
21323,"0xeA99d544A53abF60f58Fe858AE6b2eE8a9e5a624","1484609175281952847145782803995319619516796479516920941163833081876202165070","0xMoomoo",False
636234,"0xF1850ca7B2844EdC2DfC3542CA7baD3fab9914d1","30065421523415418035903617245059578422108455506223755966859638498551552360808","0xmystery",False
33839,"0xA18453f015034D42D6c8169c3D88D2A01f52a180","45779123589522814271001550438800044990269340973728911758412669000817530551404","0xn4nx0",False
2233,"0xdf56AC0d5261331ee5d46b4E8Bd846093Bd34cb1","115574301740983565303692661799066185695974448613596500268571560526984487669688","0xNhatHien",False
41199,"0xEBF27E7717b9806E1eee73Cf0cc53DbAa9eaa6C9","83660809183141461099892420986345374668477858320031996205153986847807874425394","0xNikUG",False
590931,"0x47bFF18E462912Ab61a465b2bc229e3857491AA6","3935887912739591393465899023084517472431654918913495773626104891107066640632","0xninja",False
4505,"0x8cbba2D8AcEc1E98e4E483139Bfe0f75e74510dd","97610398205859011621523709575962944975792112720105754078471722155552141751356","0xniquews",False
3547,"0xa781538006b07b856eb3D8b01C3d8d87382cB8F5","16688420852844879053517743079555915703810202354332129436807570493256523413131","0xnorgle",False
10460,"0x2b5F4968164F9b2511D5EDaECa8860e9eD9d2ad9","20128242650131781609861756382598356173009467096747300062671916427752364071814","0xnossy",False
556049,"0xc9e1128DF3aE0B26deb4d3D5af149D7C9588E353","72094506766458274373559315352137746654635988051226143129265766542929646842489","0xnoway",False
116936,"0xBE98EA6A948fF645d4eBb12ca051451A9c61be15","85508888870870468431944129828290751459744391775406525257654114618374866533869","0xnumba",False
